現地コード,銘柄名(English),銘柄名,市場,業種,取扱
PEK,VanEck Vectors ChinaAMC　A-SHARE　ETF,ヴァンエック・ベクトル中国A株ETF,NYSE Arca,その他,○
PENN,PENN NATIONAL GAMING INC,ペン・ナショナル・ゲーミング,NASDAQ,エンターテイメント・メディア,○
PEP,"PEPSICO, INC.",ペプシコ,NASDAQ,食品・飲料,○
PF,PINNACLE FOODS INC,ピナクル・フーズ,NYSE,食品・飲料,○
PFE,PFIZER INC.,ファイザー,NYSE,医薬品,○
PFF,iShares U.S. Preferred Stock ETF,iシェアーズ 米国優先株式 ETF,NASDAQ,その他,○
PFG,"PRINCIPAL FINANCIAL GROUP, INC.",プリンシパル・ファイナンシャル・グループ,NASDAQ,金融（保険）,○
PFGC,PERFORMANCE FOOD GROUP CO ,パフォーマンス・フード・グループ,NYSE,小売,○
PFPT,PROOFPOINT INC,プルーフポイント,NASDAQ,ソフトウェア・ソフトウェアサービス,○
PG,THE PROCTER & GAMBLE COMPANY,プロクター・アンド・ギャンブル,NYSE,トイレタリー・ヘルスケア,○
PGR,THE PROGRESSIVE CORPORATION,プログレッシブ,NYSE,金融（保険）,○
PH,PARKER-HANNIFIN CORPORATION,パーカー・ハネフィン,NYSE,その他製造,○
PHG,ROYAL PHILIPS,ロイヤルフィリップス,NYSE,電機・電力・エネルギー,○
PHM,"PULTEGROUP, INC.",プルトグループ,NYSE,その他製造,○
PII,POLARIS INDUSTRIES INC,ポラリス・インダストリーズ,NYSE,自動車・自動車関連,○
PIO,Invesco Global Water ETF,インベスコ・グローバル・ウォーター・ポートフォリオ,NASDAQ,その他,○
PIR,PIER 1 IMPORTS INC,ピア・ワン・インポーツ,NYSE,小売,○
PKG,PACKAGING CORPORATION OF AMERICA,パッケージング・コーポレーション・オブ・アメリカ,NYSE,その他製造,○
PKI,"PERKINELMER, INC.",パーキンエルマー,NYSE,その他製造,○
PKX,POSCO-ADR,ポスコ,NYSE,鉄鋼・鉱業,○
PLCE,CHILDREN'S PLACE,チルドレンズ・プレイス,NASDAQ,小売,○
PLUG,PLUG POWER INC.,プラグパワー,NASDAQ,電機・電力・エネルギー,○
PM,PHILIP MORRIS INTERNATIONAL INC.,フィリップ　モリス　インターナショナル,NYSE,食品・飲料,○
PNC,PNC FINANCIAL SE,ＰＮＣファイナンシャルサービシーズ・グループ,NYSE,金融（銀行）,○
PNM,PNM RESOURCES INC,ＰＮＭリソーシーズ,NYSE,電機・電力・エネルギー,○
PNR,PENTAIR PLC,ペンテア,NYSE,その他製造,○
PNW,PINNACLE WEST CAPITAL,ピナクル・ウェスト・キャピタル,NYSE,電機・電力・エネルギー,○
POOL,POOL CORP,プール,NASDAQ,小売,○
POR,PORTLAND GENERAL ELECTRIC CO,ポートランド・ジェネラル・エレクトリック,NYSE,電機・電力・エネルギー,○
POST,POST HOLDINGS,ポストホールディングス,NYSE,サービス,○
PPC,PILGRIM'S PRIDE CORP,ピルグリムズ・プライド,NASDAQ,食品・飲料,○
PPG,PPG INDUSTRIES INC,ＰＰＧインダストリーズ,NYSE,その他製造,○
PPH,VanEck Vectors Pharmaceutical ETF,ヴァンエック・ベクトル・製薬ETF,NASDAQ,その他,○
PPL,PPL CORPORATION,パシフィック・パワー・アンド・ライト,NYSE,電機・電力・エネルギー,○
PRGO,PERRIGO CO,ペリゴ,NYSE,トイレタリー・ヘルスケア,○
PRI,PRIMERICA INC,プリメリカ,NYSE,金融（その他）,○
PRSP,PERSPECTA INC,パースペクタ,NYSE,情報処理サービス,○
PRTA,PROTHENA CORPORATION PLC,プロセナ,NASDAQ,医薬品（バイオテクノロジー）,○
PRU,PRUDENTL FINL,プルデンシャル・ファイナンシャル,NYSE,金融（保険）,○
PSEC,PROSPECT CAPITAL CORP,プロスペクト・キャピタル,NASDAQ,金融（その他）,○
PSMT,PRICESMART INC,プライススマート,NASDAQ,小売,○
PSO,PEARSON PLC-SPONSORED ADR,ピアソン,NYSE,サービス,○
PSTG,"PURE STORAGE, INC.",ピュア・ストレージ,NYSE,ソフトウェア・ソフトウェアサービス,○
PSX,PHILLIPS 66,フィリップス66,NYSE,電機・電力・エネルギー,○
PTC,PTC INC,PTC,NASDAQ,ソフトウェア・ソフトウェアサービス,○
PUMP,PROPETRO HOLDING CORP.,プロペトロ・ホールディング,NYSE,石油・ガス・パイプライン,○
PUMP,PROPETRO HOLDING CORP.,プロペトロ・ホールディング,NYSE,石油・ガス・パイプライン,○
PVH,PVH CORP,ＰＶＨコープ,NYSE,小売,○
PVTL,"PIVOTAL SOFTWARE, INC.",ピボタル・ソフトウェア,NYSE,ソフトウェア・ソフトウェアサービス,○
PWR,QUANTA SERVICES INC,クアンタ・サービシーズ,NYSE,サービス,○
PX,PRAXAIR INC,プラクセアー,NYSE,化学,○
PXD,PIONEER NATURAL RESOURCES COMPANY,パイオニア ナチュラル リソーシーズ,NYSE,石油・ガス・パイプライン,○
PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,インベスコ FTSE RAFI　先進国市場（米国を除く）ポートフォリオ,NYSE Arca,その他,○
PYPL,PAYPAL HOLDINGS INC,ペイパル,NASDAQ,金融（その他）,○
QCOM,QUALCOMM INCORPORATED,クアルコム,NASDAQ,通信関連,○
QEP,QEP RESOURCES INC,QEPリソーシズ,NYSE,石油・ガス・パイプライン,○
QGEN,QIAGEN N.V.,キアゲン,NYSE,バイオ,○
QLYS,QUALYS INC,クォリス,NASDAQ,ネットワーク・ネットワークセキュリティ,○
QQQ,Invesco QQQ Trust,インベスコQQQ 信託シリーズ1,NASDAQ,その他,○
QRTEA,QURATE RETAIL INC,キュレート・リテール・インク,NASDAQ,小売,○
QRVO,QORVO INC,クォルボ,NASDAQ,半導体関連,○
QSR,RESTAURANT BRANDS INTERNATIONAL INC,レストラン・ブランズ・インターナショナル,NYSE,外食・レストラン,○
QTM,QUANTUM CORPORATION,クアンタム,NYSE,コンピュータ関連,○
RACE,FERRARI N.V. ,フェラーリ,NYSE,自動車・自動車関連,○
RAD,RITE AID CORPORATION,ライト・エード,NYSE,小売,○
RBS,ROYAL BANK-S ADR,ロイヤルバンクスコットランドグループ　　　,NYSE,金融（銀行）,○
RCI,ROGERS COMMUNI-B,ロジャース・コミュニケーションズ,NYSE,通信関連,○
RCII,RENT-A-CENTER INC,レントＡセンター,NASDAQ,小売,○
RCL,ROYAL CARIBBEAN CRUISES LTD.,ロイヤル・カリビアン・クルーズ,NYSE,エンターテイメント・メディア,○
RDWR,RADWARE LTD,ラドウェア,NASDAQ,ソフトウェア・ソフトウェアサービス,○
RDY,DR. REDDY'S LABORATORIES LIMITED,ドクター・レディース・ラボラトリーズ,NYSE,医薬品,○
RE,"EVEREST RE GROUP, LTD.",エベレスト・リ・グループ,NYSE,金融（保険）,○
REGN,REGENERON PHARMACEUTICALS,リジェネロン・ファーマシューティカルズ,NASDAQ,バイオ,○
REMX,VanEck Vectors Rare Earth/Strategic Metals ETF,ヴァンエック・ベクトル・レアアース/戦略的金属ETF,NYSE Arca,その他,○
RENN,"RENREN, INC.",レンレン,NYSE,インターネットサービス,○
RF,REGIONS FINANCIAL CORPORATION,リージョンズ・ファイナンシャル,NYSE,金融（銀行）,○
RGLD,ROYAL GOLD INC,ロイヤル・ゴールド,NASDAQ,サービス,○
RGS,REGIS CORP,リージス,NYSE,サービス,○
RHI,ROBERT HALF INTL INC,ロバート・ハーフ・インターナショナル,NYSE,サービス,○
RHT,"RED HAT, INC.",レッドハット,NYSE,ソフトウェア・ソフトウェアサービス,○
RIG,TRANSOCEAN LTD.,トランスオーシャン,NYSE,石油・ガス・パイプライン,○
RIO,RIO TINTO PLC,リオ・ティント,NYSE,鉄鋼・鉱業,○
RJF,RAYMOND JAMES FINANCIAL INC,レイモンド・ジェームズ・ファイナンシャル,NYSE,金融（その他）,○
RL,RALPH LAURE,ラルフローレン,NYSE,その他製造,○
RLY,SPDR SSgA Multi-Asset Real Return ETF ,SPDR SSgA マルチ・アセット・リアル・リターン ETF,NYSE Arca,その他,○
RMBS,RAMBUS INC.,ラムバス,NASDAQ,半導体関連,○
RMD,RESMED INC.,レスメド,NYSE,医療機器,○
RNWK,"REALNETWORKS, INC.",リアルネットワークス,NASDAQ,ソフトウェア・ソフトウェアサービス,○
ROBO,ROBO GLOBAL ROBOTICS AND AUTOMATION INDEX ETF,ROBO Global ロボティクス・アンド・オートメーション・インデックスETF,NYSE Arca,その他,○
ROK,"ROCKWELL AUTOMATION, INC.",ロックウェル　オートメーション,NYSE,その他製造,○
ROKU,ROKU INC,ロク,NASDAQ,エンターテイメント・メディア,○
ROL,ROLLINS INC,ローリンズ,NYSE,サービス,○
ROP,ROPER TECHNOLOGIES INC,ローパー・テクノロジーズ,NYSE,その他製造,○
ROST,ROSS STORES INC,ロス・ストアーズ,NASDAQ,小売,○
RPM,RPM INTERNATIONAL INC,ＲＰＭインターナショナル,NYSE,化学,○
RRC,RANGE RESOURCES CORP,レンジ・リソーシーズ,NYSE,石油・ガス・パイプライン,○
RRR,"RED ROCK RESORTS, INC.",レッド・ロック・リゾーツ,NASDAQ,エンターテイメント・メディア,○
RSG,"REPUBLIC SERVICES, INC.",リパブリック・サービシズ,NYSE,その他製造,○
RSX,VanEck Vectors Russia ETF,ヴァンエック・ベクトル・ロシアETF,NYSE Arca,その他,○
RSXJ,VanEck Vectors Russia Small-Cap ETF,ヴァンエック・ベクトル・ロシア小型株ETF,NYSE Arca,その他,○
RTH,VanEck Vectors Retail ETF,ヴァンエック・ベクトル・小売ETF,NYSE Arca,その他,○
RTN,RAYTHEON COMPANY,レイセオン,NYSE,航空機・宇宙,○
RUSL,DIREXION DAILY RUSSIA BULL 3X SHARES,Direxion デイリー ロシア株 ブル3倍 ETF,NYSE Arca,その他,○
RUSS,DIREXION DAILY RUSSIA BEAR 3X SHARES,Direxion デイリー ロシア株 ベア3倍 ETF,NYSE Arca,その他,○
RWLK,REWALK ROBOTICS LTD,リウォーク・ロボティクス,NASDAQ,医療・医療サービス,○
RWR,SPDR Dow Jones REIT ETF,SPDR ダウ・ジョーンズ REIT ETF,NYSE Arca,その他,○
RWX,SPDR Dow Jones International Real Estate ETF,SPDR ダウ・ジョーンズ・インターナショナル・リアル・エステート ETF,NYSE Arca,その他,○
RXI,iShares Global Consumer Discretionary ETF,iシェアーズ グローバル一般消費財 ETF,NYSE Arca,その他,○
RY,ROYAL BK CANADA,ＲＢＣ　　　　　　　　,NYSE,金融（銀行）,○
S,SPRINT CORP,スプリント　コープ,NYSE,通信関連,○
SAN,BANCO SANTAN-ADR,サンタンデール銀行,NYSE,金融（銀行）,○
SANM,SANMINA CORPORATION,サンミナ,NASDAQ,サービス,○
SAP,SAP CORPORATION,エスエイピー,NYSE,ソフトウェア・ソフトウェアサービス,○
SAVE,SPIRIT AIRLINES INC,スピリット航空,NYSE,航空,○
SBGL,SIBANYE STILLWATER,シバンエ・スティルウォーター,NYSE,鉄鋼・鉱業,○
SBH,SALLY BEAUTY HOLDINGS INC,サリービューティ・ホールディングス,NYSE,小売,○
SBS,CIA SANEAMENTO BASICO DE-ADR,サンパウロ州基礎衛生公社,NYSE,その他,○
SBUX,STARBUCKS CORPORATION,スターバックス,NASDAQ,外食・レストラン,○
SCCO,SOUTHERN COPPER,サザン・コッパー,NYSE,鉄鋼・鉱業,○
SCG,SCANA CORPORATION,スキャナ,NYSE,電機・電力・エネルギー,○
SCHW,THE CHARLES SCHWAB CORPORATION,チャールズ・シュワブ,NYSE,金融（証券）,○
SCI,SERVICE CORP INTERNATIONAL,サービス・コーポレーション・インターナショナル,NYSE,サービス,○
SCIF,VanEck Vectors India Small-Cap Index ETF,ヴァンエック・ベクトル・インド小型株ETF,NYSE Arca,その他,○
SDY,SPDR S&P Dividend ETF,SPDR S&P 米国高配当株式 ETF,NYSE Arca,その他,○
SEAS,"SEAWORLD ENTERTAINMENT, INC",シーワールド・エンタテインメント,NYSE,エンターテイメント・メディア,○
SEIC,SEI INVESTMENTS,ＳＥＩインベストメンツ,NASDAQ,情報処理サービス,○
SEMG,SEMGROUP CORP-CLASS A,セムグループ,NYSE,石油・ガス・パイプライン,○
SGEN,SEATTLE GENETICS INC,シアトル・ジェネティクス,NASDAQ,医薬品,○
SGGB,iPath Series B Bloomberg Sugar Subindex Total Return ETN,iPath シリーズB ブルームバーグ砂糖サブ指数トータルリターンETN,NYSE Arca,その他,○
SHAK,SHAKE SHACK INC.,シェイク・シャック,NYSE,外食・レストラン,○
SHE,SPDR SSGA GENDER DIVERSITY INDEX ETF,SPDR　SSGAジェンダー・ダイバーシティ・インデックスETF,NYSE Arca,その他,○
SHLD,SEARS HOLDINGS,シアーズ・ホールディングズ,NASDAQ,小売,○
SHOP,SHOPIFY INC,ショッピファイ,NYSE,ネットワーク・ネットワークセキュリティ,○
SHPG,SHIRE PLC,シャイア,NASDAQ,医薬品（バイオテクノロジー）,○
SHV,iShares Short Treasury Bond ETF,iシェアーズ 米国短期国債 ETF,NASDAQ,その他,○
SHW,SHERWIN-WILLIAMS CO/THE,シャーウィン・ウィリアムズ,NYSE,その他,○
SHY,iShares 1‐3 Year Treasury Bond ETF,iシェアーズ 米国国債 1-3年 ETF,NASDAQ,その他,○
SID,CIA SIDERURGICA NACL-SP - ADR,コンパニア・シデルルジカ・ナシオナル,NYSE,鉄鋼・鉱業,○
SIFY,SIFY TECHNOLOGIES LIMITED,シフィ・テクノロジーズ,NASDAQ,ネットワーク・ネットワークセキュリティ,○
SINA,SINA CORPORATION,シナ,NASDAQ,インターネットサービス,○
SIRI,SIRIUS XM HOLDINGS INC.,シリウスＸＭホールディングス,NASDAQ,エンターテイメント・メディア,○
SIX,SIX FLAGS ENTERTAINMENT CORP,シックス・フラッグズ・エンターテインメント,NYSE,エンターテイメント・メディア,○
SJM,THE J.M. SMUCKER COMPANY,ＪＭスマッカー,NYSE,食品・飲料,○
SKX,SKECHERS USA INC-CL A,スケッチャーズＵＳＡ,NYSE,小売,○
SLAB,SILICON LABORATORIES INC.,シリコン・ラボラトリーズ,NASDAQ,半導体関連,○
SLB,SCHLUMBERGER LIMITED,シュルンベルジェ,NYSE,石油・ガス・パイプライン,○
SLCA,US SILICA HOLDINGS INC,USシリカ・ホールディングス,NYSE,鉄鋼・鉱業,○
SLM,SLM CORPORATION,ＳＬＭ,NASDAQ,金融（その他）,○
SLV,iShares SILVER TRUST,iシェアーズ シルバー・トラスト,NYSE Arca,その他,○
SLX,VanEck Vectors Steel ETF,ヴァンエック・ベクトル・鉄鋼ETF,NYSE Arca,その他,○
SMAR,SMARTSHEET INC,スマートシート,NYSE,ソフトウェア・ソフトウェアサービス,○
SMH,VanEck Vectors Semiconductor ETF,ヴァンエック・ベクトル・半導体株ETF,NYSE Arca,その他,○
SNA,SNAP-ON INCORPORATED,スナップオン,NYSE,その他製造,○
SNAP,SNAP INC,スナップ,NYSE,ソフトウェア・ソフトウェアサービス,○
SNPS,"SYNOPSYS, INC.",シノプシス,NASDAQ,ソフトウェア・ソフトウェアサービス,○
SNX,SYNNEX CORP,シネックス,NYSE,ソフトウェア・ソフトウェアサービス,○
SO,THE SOUTHERN COMPANY,サザン,NYSE,電機・電力・エネルギー,○
SODA,SODASTREAM INTARNATIONAL LTD.,ソーダストリーム・インターナショナル,NASDAQ,その他製造,○
SOGO,SOGOU INC,ソゴウ,NYSE,ネットワーク・ネットワークセキュリティ,○
SOHU,SOHU.COM INC.,ソーフ・ドット・コム,NASDAQ,インターネットサービス,○
SPEM,SPDR PORTFOLIO EMERGING MARKERT ETF,SPDR ポートフォリオ 新興国株式 ETF,NYSE Arca,その他,○
SPGI,S&P GLOBAL INC,S&P グローバル インク,NYSE,エンターテイメント・メディア,○
SPLK,SPLUNK INC.,スプランク,NASDAQ,ソフトウェア・ソフトウェアサービス,○
SPOT,SPOTIFY TECHNOLOGY S.A.,スポティファイ・テクノロジー,NYSE,エンターテイメント・メディア,○
SPR,SPIRIT AEROSYSTEMS HOLD-CL A,スピリット・エアロシステムズ・ホールディングス,NYSE,航空機・宇宙,○
SPWR,SUNPOWER CORPORATION,サンパワー,NASDAQ,半導体関連,○
SPXL,DIREXION DAILY S&P 500 BULL 3X SHARES,Direxion デイリー S&P 500 ブル3倍 ETF,NYSE Arca,その他,○
SPXS,DIREXION DAILY S&P 500 BEAR 3X SHARES,Direxion デイリー S&P 500 ベア3倍 ETF,NYSE Arca,その他,○
SPY,SPDR S&P 500 ETF TRUST,SPDR S&P 500 ETF,NYSE Arca,その他,○
SQ,"SQUARE, INC.",スクエア,NYSE,情報処理サービス,○
SRE,SEMPRA ENERGY,センプラ・エナジー,NYSE,石油・ガス・パイプライン,○
SRLN,SPDR Blackstone / GSO Senior Loan ETF,SPDR ブラックストーン / GSOシニア・ローンETF,NYSE Arca,その他,○
SRPT,SAREPTA THERAPEUTICS,サレプタ・セラピューティックス,NASDAQ,医薬品（バイオテクノロジー）,○
SSL,SASOL LIMITED,サソル,NYSE,石油・ガス・パイプライン,○
SSRM,SSR Mining Inc,SSR マイニング,NASDAQ,化学,○
SSW,SEASPAN CORP,シースパン・コープ,NYSE,運輸,○
SSYS,STRATASYS LTD.,ストラタシス,NASDAQ,コンピュータ関連,○
ST,SENSATA TECHNOLO,センサータ・テクノロジーズ　,NYSE,その他製造,○
STCN,STEEL CONNECT INK,スチール・コネクト,NASDAQ,インターネットサービス,○
STI,"SUNTRUST BANKS, INC.",サントラスト・バンクス,NYSE,金融（銀行）,○
STLD,"STEEL DYNAMICS, INC.",スチール・ダイナミクス,NASDAQ,その他製造,○
STT,STATE STREET,ステート・ストリート,NYSE,金融（銀行）,○
STX,SEAGATE TECHNOLOGY,シーゲイト・テクノロジー,NASDAQ,コンピュータ関連,○
STZ,CONSTELLATION BRANDS INC-A,コンステレーション・ブランズ,NYSE,食品・飲料,○
SU,SUNCOR ENERGY,サンコア・エナジー,NYSE,石油・ガス・パイプライン,○
SUSA,iShares MSCI USA ESG SELECT SOCIAL INDEX FUND,iシェアーズ MSCI 米国 ESG セレクト ETF,NYSE Arca,その他,○
SWIR,SIERRA WIRELESS INC,シエラ・ワイヤレス,NASDAQ,通信関連,○
SWK,STANLEY BLACK &,スタンレー・ブラック＆デッカー,NYSE,その他製造,○
SWKS,"SKYWORKS SOLUTIONS, INC.",スカイワークス・ソリューションズ,NASDAQ,半導体関連,○
SWN,SOUTHWESTERN ENERGY COMPANY,サウスウエスタン･エナジー ,NYSE,石油・ガス・パイプライン,○
SYF,SYNCHRONY FINANCIAL,シンクロニー・ファイナンシャル,NYSE,金融（カード）,○
SYK,STRYKER CORPORATION,ストライカー,NYSE,医療機器,○
SYMC,SYMANTEC CORPORATION,シマンテック,NASDAQ,インターネットサービス,○
SYY,SYSCO CORP,シスコ,NYSE,食品・飲料,○
T,AT&T INC.,ＡＴ＆Ｔ,NYSE,通信関連,○
TAL,TAL EDUCATIO-ADR,ＴＡＬエデ゛ュケーション,NYSE,サービス,○
TAP,MOLSON COORS BREWING,モルソン・クアーズ,NYSE,食品・飲料,○
TCBI,TEXAS CAPITAL BANCSHARES INC,テキサス・キャピタル・バンクシェアズ,NASDAQ,サービス,○
TCS,CONTAINER STORE GROUP INC,ザ・コンテナ・ストア・グループ,NYSE,小売,○
TD,TORONTO DOM BANK,トロント・ドミニオン銀行　　　　　　　　,NYSE,金融（銀行）,○
TDC,TERADATA CORPORATION,テラデータ,NYSE,情報処理サービス,○
TDG,TRANSDIGM GROUP INC,トランスダイム,NYSE,航空機・宇宙,○
TDW,TIDEWATER INC,タイドウォーター,NYSE,石油・ガス・パイプライン,○
TEAM,ATLASSIAN CORPORATION PLC CL-A,アトラシアン クラスＡ,NASDAQ,ソフトウェア・ソフトウェアサービス,○
TECK,TECK RESOURCES-B,テック・リソーシズ,NYSE,鉄鋼・鉱業,○
TEF,TELEFONICA-ADR,テレフォニカ,NYSE,通信関連,○
TEL,TE CONNECTIVITY,ティー・イー・コネクティビティー,NYSE,その他製造,○
TER,"TERADYNE, INC.",テラダイン,NYSE,半導体関連,○
TEVA,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,テバ・ファーマスーティカル・インダストリーズ,NYSE,医薬品,○
TGI,TRIUMPH GROUP INC,トライアンフ・グループ,NYSE,航空機・宇宙,○
TGNA,TEGNA,テグナ,NYSE,通信関連,○
TGT,TARGET CORPORATION,ターゲット,NYSE,小売,○
THC,TENET HEALTHCARE CORPORATION,テネット・ヘルスケア,NYSE,医療・医療サービス,○
THD,iShares MSCI THAILAND ETF,iシェアーズ MSCI タイ ETF,NYSE Arca,その他,○
THG,HANOVER INSURANCE GROUP INC/,ハノーバー・インシュアランス・グループ,NYSE,金融（保険）,○
THS,"TREEHOUSE FOODS, INC.",ツリーハウス・フーズ,NYSE,食品・飲料,○
TIF,TIFFANY & CO.,ティファニー,NYSE,小売,○
TIP,iShares TIPS Bond ETF,iシェアーズ 米国物価連動国債 ETF,NYSE Arca,その他,○
TIVO,TIVO CORP,ティーヴォ,NASDAQ,ソフトウェア・ソフトウェアサービス,○
TJX,TJX COS INC,ＴＪＸカンパニー,NYSE,小売,○
TLT,iShares 20+ Year Treasury Bond ETF,iシェアーズ 米国国債 20年超 ETF,NASDAQ,その他,○
TMF,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHARES,Direxion デイリー 20年超米国債 ブル3倍 ETF,NYSE Arca,その他,○
TMK,TORCHMARK CORP,トーチマーク,NYSE,金融（保険）,○
TMO,THERMO FISHER,サーモ・フィッシャー・サイエンティフィック,NYSE,その他製造,○
TMUS,T-MOBILE US INC,T-モバイル・US,NASDAQ,通信関連,○
TMV,DIREXION DAILY 20+ YEAR TREASURY BEAR 3X SHARES ,Direxion デイリー 20年超米国債 ベア3倍 ETF,NYSE Arca,その他,○
TNA,DIREXION DAILY SMALL CAP BULL 3X SHARES ,Direxion デイリー 米国小型株 ブル3倍 ETF,NYSE Arca,その他,○
TOK,iShares MSCI KOKUSAI INDEX ,iシェアーズ MSCI コクサイ　ETF,NYSE Arca,その他,○
TOL,TOLL BROTHERS INC,トール・ブラザーズ,NYSE,サービス,○
TPR,TAPESTRY INC,タペストリー,NYSE,小売,○
TREE,LENDINGTREE INC,レンディングツリー,NASDAQ,サービス,○
TRGP,TARGA RESOURCES CORP,タルガリソース,NYSE,石油・ガス・パイプライン,○
TRI,THOMSON REUTERS PLC,トムソン・ロイター,NYSE,通信関連,○
TRIP,TRIPADVISOR INC.,トリップアドバイザー,NASDAQ,インターネットサービス,○
TRMB,TRIMBLE INC,トリンブル,NASDAQ,インターネットサービス,○
TRMK,TRUSTMARK CORP,トラストマーク,NASDAQ,金融（銀行）,○
TROW,"T. ROWE PRICE GROUP, INC.",Ｔロウ・プライス・グループ,NASDAQ,金融（その他）,○
TRP,TRANSCANADA CORP,トランスカナダ,NYSE,石油・ガス・パイプライン,○
