現地コード,銘柄名(English),銘柄名,市場,業種,取扱
TRQ,TURQUOISE HILL RESOURCES LTD,ターコイズ・ヒル・リソーシス,NYSE,鉄鋼・鉱業,○
TRTN,TRITON INTERNATIONAL LTD BERMUDA,トライトン・インターナショナル・バミューダ,NYSE,その他,○
TRV,"THE TRAVELERS COMPANIES, INC.",トラベラーズ,NYSE,金融（保険）,○
TS,TENARIS-ADR,テナリス,NYSE,鉄鋼・鉱業,○
TSCO,TRACTOR SUPPLY COMPANY,トラクターサプライ,NASDAQ,農業ビジネス,○
TSEM,TOWER SEMICONDUCTOR LTD,タワー・セミコンダクター,NASDAQ,半導体関連,○
TSLA,TESLA INC,テスラ,NASDAQ,自動車・自動車関連,○
TSM,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED,タイワン・セミコンダクター・マニュファクチャリング,NYSE,半導体関連,○
TSN,"TYSON FOODS, INC.",タイソン・フーズ,NYSE,食品・飲料,○
TSS,TOTAL SYSTEM SERVICES INC,トータル・システム・サービス,NYSE,情報処理サービス,○
TTC,TORO CO,トロ,NYSE,その他製造,○
TTEK,TETRA TECH INC,テトラ・テック,NASDAQ,サービス,○
TTM,TATA MOTORS LIMITED,タタ・モーターズ,NYSE,自動車・自動車関連,○
TTWO,TAKE-TWO INTERAC,テイクツー・インタラクティブ・ソフトウエア,NASDAQ,ソフトウェア・ソフトウェアサービス,○
TUP,TUPPERWARE BRANDS CORPORATION,タッパーウェア・ブランズ,NYSE,その他製造,○
TUR,iShares MSCI Turkey Investable Market Index Fund,iシェアーズ MSCI トルコ ETF,NASDAQ,その他,○
TWTR,Twitter,ツイッター,NYSE,インターネットサービス,○
TX,TERNIUM SA-ADR,テルニウム,NYSE,鉄鋼・鉱業,○
TXN,TEXAS INSTRUMENTS INCORPORATED,テキサス・インスツルメンツ,NASDAQ,半導体関連,○
TXRH,TEXAS ROADHOUSE INC,テキサス・ロードハウス,NASDAQ,外食・レストラン,○
TXT,TEXTRON INC,テクストロン,NYSE,複合企業,○
TYL,"TYLER TECHNOLOGIES, INC.",タイラー・テクノロジーズ,NYSE,ソフトウェア・ソフトウェアサービス,○
TZA,DIREXION DAILY SMALL CAP BEAR 3X SHARES,Direxion デイリー 米国小型株 ベア3倍 ETF,NYSE Arca,その他,○
UA,UNDER ARMOUR INC-CLASS C,アンダー・アーマー　クラスC,NYSE,その他,○
UAA,UNDER ARMOUR INC,アンダー・アーマー,NYSE,その他,○
UAL,UNITED CONTINENTAL HOLDINGS,ユナイテッド・コンチネンタル・ホールディングス,NYSE,航空,○
UBNT,UBIQUITI NETWORKS INC,ユビキティ　ネットワークス,NASDAQ,エンターテイメント・メディア,○
UBSI,UNITED BANKSHARES INC,ユナイテッド・バンクシェアーズ,NASDAQ,金融（銀行）,○
UGI,UGI CORPORATION,ＵＧＩ,NYSE,石油・ガス・パイプライン,○
UGP,ULTRAPAR PARTICPAC-SPON ADR,ウルトラパール・パルティシパソエス,NYSE,石油・ガス・パイプライン,○
UHS,"UNIVERSAL HEALTH SERVICES, INC.",ユニバーサル・ヘルス・サービシズ,NYSE,医療・医療サービス,○
UIS,UNISYS CORPORATION,ユニシス,NYSE,ソフトウェア・ソフトウェアサービス,○
UL,UNILEVER PLC,ユニリーバ,NYSE,食品・飲料,○
ULTA,ULTA SALON COSMETICS & FRAGR,ＵＬＴＡ,NASDAQ,小売,○
UMC,UNITED MICROELECTRONICS CORPORATION,ユナイテッド・マイクロエレクトロニクス,NYSE,半導体関連,○
UMPQ,UMPQUA HOLDINGS CORP,アンプクア・ホールディングズ,NASDAQ,金融（銀行）,○
UN,UNILEVER N.V.,ユニリーバ,NYSE,食品・飲料,○
UNFI,UNITED NATURAL FOODS INC,ユナイテッド・ナチュラルフーズ,NASDAQ,食品・飲料,○
UNH,UNITEDHEALTH GROUP INCORPORATED,ユナイテッドヘルス・グループ,NYSE,医療・医療サービス,○
UNM,UNUM GROUP,ユーナム・グループ,NYSE,金融（保険）,○
UNP,UNION PAC CORP,ユニオン・パシフィック,NYSE,運輸,○
UPS,"UNITED PARCEL SERVICE, INC.",ユナイテッド・パーセル・サービス,NYSE,運輸,○
URBN,URBAN OUTFITTERS,アーバン・アウトフィッターズ,NASDAQ,小売,○
URI,UNITED RENTALS INC,ユナイテッド・レンタルズ,NYSE,サービス,○
USB,U.S. BANCORP,ＵＳバンコープ,NYSE,金融（銀行）,○
USCR,US CONCRETE INC,USコンクリート,NASDAQ,その他製造,○
USFD,US FOODS HOLDING CORP.,USフーズ・ホールディング,NYSE,食品・飲料,○
USG,USG CORP,ＵＳＧ,NYSE,その他製造,○
UTSI,"UTSTARCOM, INC.",ユーティースターコム,NASDAQ,通信関連,○
UTX,UNITED TECHNOLOGIES CORPORATION,ユナイテッド・テクノロジーズ,NYSE,複合企業,○
V,VISA INC.,ビザ,NYSE,金融（カード）,○
VAC,MARRIOTT VACATIONS WORLDWIDE,マリオットバケーションズワールドワイド,NYSE,ホテル・モーテル,○
VALE,VALE SA - ADR,ヴァーレ,NYSE,鉄鋼・鉱業,○
VAR,VARIAN MEDICAL SYSTEMS INC.,バリアン・メディカル・システムズ,NYSE,医療機器,○
VAW,VANGUARD MATERIALS ETF,バンガード・米国素材セクターETF,NYSE Arca,その他,○
VB,Vanguard SMALL-CAP ETF,バンガード・スモールキャップETF,NYSE Arca,その他,○
VBK,VANGUARD SMALL-CAP GROWTH ETF,バンガード・米国スモールキャップ・グロースETF,NYSE Arca,その他,○
VBR,VANGUARD SMALL-CAP VALUE ETF,バンガード・米国スモールキャップ・バリューETF,NYSE Arca,その他,○
VCIT,VANGUARD INTERMEDIATE-TERM CORPORATE BOND ETF,バンガード・米国中期社債ETF,NASDAQ,その他,○
VCLT,VANGUARD LONG-TERM CORPORATE BOND ETF ,バンガード・米国長期社債ETF,NASDAQ,その他,○
VCR,VANGUARD CONSUMER DISCRETIONARY ETF,バンガード・米国一般消費財・サービス・セクターETF,NYSE Arca,その他,○
VCSH,VANGUARD SHORT-TERM CORPORATE BOND ETF,バンガード・米国短期社債ETF,NASDAQ,その他,○
VDC,VANGUARD CONSUMER STAPLES ETF,バンガード・米国生活必需品セクターETF,NYSE Arca,その他,○
VDE,VANGUARD ENERGY ETF,バンガード・米国エネルギー・セクターETF,NYSE Arca,その他,○
VEA,VANGUARD FTSE DEVELOPED MARKETS ETF,バンガード・FTSE先進国市場（除く米国）ETF,NYSE Arca,その他,○
VECO,VEECO INSTRUMENT,ビーコインスツルメンツ,NASDAQ,半導体関連,○
VEDL,VEDANTA LIMITED -ADR,ヴェーダーンタ,NYSE,その他製造,○
VEEV,VEEVA SYSTEMS INC. CL-A,ヴィーバ・システムズ　クラスＡ,NYSE,ソフトウェア・ソフトウェアサービス,○
VEON,VEON LTD,ヴェオン,NASDAQ,通信関連,○
VERI,VERITON,ヴェライトン,NASDAQ,ソフトウェア・ソフトウェアサービス,○
VEU,VANGUARD FTSE ALL-WORLD EX-US ETF,バンガード・FTSE・オールワールド(除く米国)ETF,NYSE Arca,その他,○
VFC,VF CORP,ＶＦ,NYSE,その他製造,○
VFH,VANGUARD FINANCIALS ETF,バンガード・米国金融セクターETF,NYSE Arca,その他,○
VGIT,VANGUARD INTERMEDIATE-TERM TREASURY ETF,バンガード・米国中期国債ETF,NASDAQ,その他,○
VGK,Vanguard FTSE Europe ETF,バンガード・FTSE・ヨーロッパETF,NYSE Arca,その他,○
VGLT,VANGUARD LONG-TERM GOVERNMENT TREASURY ETF,バンガード・米国長期国債ET,NASDAQ,その他,○
VGR,VECTOR GROUP LTD,ベクター・グループ,NYSE,その他製造,○
VGSH,VANGUARD SHORT-TERM TREASURY ETF,バンガード・米国短期国債ETF,NASDAQ,その他,○
VGT,VANGUARD INFORMATION TECHNOLOGY ETF,バンガード・米国情報技術セクターETF,NYSE Arca,その他,○
VHT,VANGUARD HEALTH CARE ETF,バンガード・米国ヘルスケア・セクターETF,NYSE Arca,その他,○
VIAB,VIACOM INC CLASS B,バイアコム　クラスB,NASDAQ,エンターテイメント・メディア,○
VIAV,VIAVI SOLUTIONS INC,ビアビ・ソリューションズ,NASDAQ,ネットワーク・ネットワークセキュリティ,○
VIG,Vanguard Dividend Appreciation ETF,バンガード・米国増配株式ETF,NYSE Arca,その他,○
VIOG,VANGUARD S&P SMALL-CAP 600 GROWTH ETF,バンガード・S&Pスモールキャップ600グロースETF,NYSE Arca,その他,○
VIOO,VANGUARD S&P SMALL-CAP 600 ETF,バンガード・S&Pスモールキャップ600 ETF,NYSE Arca,その他,○
VIOV,VANGUARD S&P SMALL-CAP 600 VALUE ETF,バンガード・S&Pスモールキャップ600バリューETF,NYSE Arca,その他,○
VIPS,VIPSHOP HOLDINGS LIMITED ,ビップショップ・ホールディングス,NYSE,小売,○
VIRT,"VIRTU FINANCIAL, INC.",ヴァーチュ・フィナンシャル,NASDAQ,金融（証券）,○
VIS,VANGUARD INDUSTRIALS ETF,バンガード・米国資本財・サービス・セクターETF,NYSE Arca,その他,○
VJET,VOXELJET AG,ウ゛ォクセルジェット,NYSE,コンピュータ関連,○
VLO,VALERO ENERGY CORP,バレロ・エナジー,NYSE,石油・ガス・パイプライン,○
VMBS,VANGUARD MORTGAGE-BACKED SECURITIES ETF,バンガード・米国モーゲージ担保証券ETF,NASDAQ,その他,○
VMC,VULCAN MATERIALS CO,ヴァルカン・マテリアルズ,NYSE,その他製造,○
VMW,"VMWARE, INC.",ＶＭウエア,NYSE,ソフトウェア・ソフトウェアサービス,○
VNCE,VINCE HOLDING CORP,ヴィンス,NYSE,その他,○
VNM,VanEck Vectors Vietnam ETF,ヴァンエック・ベクトル・ベトナムETF,NYSE Arca,その他,○
VO,VANGUARD MID-CAP ETF,バンガード・米国ミッドキャップETF,NYSE Arca,その他,○
VOD,VODAFONE GROUP PUBLIC LIMITED COMPANY,ボーダフォン・グループ,NASDAQ,通信関連,○
VOE,VANGUARD MID-CAP VALUE ETF,バンガード・米国ミッドキャップ・バリューETF,NYSE Arca,その他,○
VONE,VANGUARD RUSSELL 1000 ETF,バンガード・ラッセル1000 ETF,NASDAQ,その他,○
VONG,VANGUARD RUSSELL 1000 GROWTH ETF,バンガード・ラッセル1000グロース株ETF,NASDAQ,その他,○
VONV,VANGUARD RUSSELL 1000 VALUE ETF,バンガード・ラッセル1000バリュー株ETF,NASDAQ,その他,○
VOO,Vanguard S&P 500 ETF ,バンガード・S&P 500 ETF,NYSE Arca,その他,○
VOOG,VANGUARD S&P 500 GROWTH ETF,バンガード・S&P500グロースETF,NYSE Arca,その他,○
VOOV,VANGUARD S&P 500 VALUE ETF,バンガード・S&P500バリューETF,NYSE Arca,その他,○
VOT,VANGUARD MID-CAP GROWTH ETF,バンガード・米国ミッドキャップ・グロースETF,NYSE Arca,その他,○
VOX,VANGUARD COMMUNICATION SERVICES ETF,バンガード・米国通信サービス・セクターETF,NYSE Arca,その他,○
VOYA,"VOYA FINANCIAL, INC.",ボヤ・ファイナンシャル,NYSE,金融（保険）,○
VPL,Vanguard FTSE Pacific ETF,バンガード・FTSE・パシフィックETF,NYSE Arca,その他,○
VPU,VANGUARD UTILITIES ETF,バンガード・米国公益事業セクターETF,NYSE Arca,その他,○
VREX,Varex Imaging Corporation,バレックス・イメージング,NASDAQ,その他製造,○
VRSK,VERISK ANALYTICS INC-CLASS A,ベリスク・アナリティックス,NASDAQ,金融（保険）,○
VRSN,"VERISIGN, INC.",ベリサイン,NASDAQ,ネットワーク・ネットワークセキュリティ,○
VRTV,VERITIV CORP,ベリティブ,NYSE,その他製造,○
VRTX,VERTEX PHARMACEUTICALS INCORPORATED,バーテックス・ファーマシューティカルズ,NASDAQ,医薬品,○
VRX,VALEANT PHARMACEUTICALS INTE,ﾊﾞﾘｱﾝﾄ･ﾌｧｰﾏｼｭｰﾃｨｶﾙｽﾞIntl,NYSE,医薬品,○
VSH,VISHAY INTERTECH,ビシェイ・インターテクノロジー,NYSE,半導体関連,○
VSI,VITAMIN SHOPPE INC,ビタミンショップ,NYSE,小売,○
VSM,Versum Materials Inc,バーサム・マテリアルズ,NYSE,その他製造,○
VSS,Vanguard FTSE ALL-WORLD ex-US SMALL-CAP ETF,バンガード・FTSE・オールワールド（除く米国）スモールキャップETF,NYSE Arca,その他,○
VST,VISTRA ENERGY CORP.,ビストラ・エナジー,NYSE,電機・電力・エネルギー,○
VT,Vanguard TOTAL WORLD STOCK ETF,バンガード・トータル・ワールド・ストックETF,NYSE Arca,その他,○
VTHR,VANGUARD RUSSELL 3000 ETF,バンガード・ラッセル3000 ETF,NASDAQ,その他,○
VTI,Vanguard TOTAL STOCK MKT ETF,バンガード・トータル・ストック・マーケットETF,NYSE Arca,その他,○
VTIP,VANGUARD SHORT-TERM INFLATION-PROTECTED SECURITIES ETF,バンガード・米国短期インフレ連動債ETF,NASDAQ,その他,○
VTV,VANGUARD VALUE ETF ,バンガード・米国バリューETF,NYSE Arca,その他,○
VTWG,VANGUARD RUSSELL 2000 GROWTH ETF,バンガード・ラッセル2000グロース株ETF,NASDAQ,その他,○
VTWO,VANGUARD RUSSELL 2000 ETF,バンガード・ラッセル2000 ETF,NASDAQ,その他,○
VTWV,VANGUARD RUSSELL 2000 VALUE ETF,バンガード・ラッセル2000バリュー株ETF,NASDAQ,その他,○
VUG,VANGUARD GROWTH ETF ,バンガード・米国グロースETF,NYSE Arca,その他,○
VV,VANGUARD LARGE-CAP ETF,バンガード・米国ラージキャップETF,NYSE Arca,その他,○
VVC,VECTREN CORPORATION,ベクトレン,NYSE,電機・電力・エネルギー,○
VVUS,"VIVUS, INC.",ヴィーヴァス,NASDAQ,医薬品,○
VVV,VALVOLINE INC,バルボリン,NYSE,その他製造,○
VWO,Vanguard FTSE Emerging Markets ETF,バンガード・FTSE・エマージング・マーケッツETF,NYSE Arca,その他,○
VWOB,Vanguard Emerging Markets Government Bond ETF ,バンガード・米ドル建て新興国政府債券ETF,NASDAQ,その他,○
VXF,VANGUARD EXTENDED MARKET ETF,バンガード・米国エクステンデッド・マーケットETF,NYSE Arca,その他,○
VXUS,VANGUARD TOTAL INTERNATIONAL STOCK ETF,バンガード・トータル・インターナショナル・ストック(除く米国)ETF,NASDAQ,その他,○
VYM,Vanguard High Dividend Yield ETF,バンガード・米国高配当株式ETF,NYSE Arca,その他,○
VZ,VERIZON COMMUNICATIONS INC.,ベライゾン・コミュニケーションズ,NYSE,通信関連,○
WAB,WABTEC CORP,ワブテック,NYSE,その他製造,○
WAFD,WASHINGTON FEDERAL INC,ワシントン・フェデラル,NASDAQ,金融（銀行）,○
WAT,WATERS CORPORATION,ウォーターズ,NYSE,化学,○
WB,WEIBO CORP,ウェイボー,NASDAQ,コンピュータ関連,○
WBA,WALGREEN BOOTS ALLIANCE INC,ウォルグリーン・ブーツ・アライアンス,NASDAQ,小売,○
WBS,WEBSTER FINANCIAL CORP,ウェブスター・ファイナンシャル,NYSE,金融（銀行）,○
WCC,WESCO INTERNATIONAL INC,ウェスコ・インターナショナル,NYSE,小売,○
WDAY,WORKDAY INC,ワークデイ,NASDAQ,ソフトウェア・ソフトウェアサービス,○
WDC,WESTERN DIGITAL CORPORATION,ウエスタンデジタル,NASDAQ,コンピュータ関連,○
WEC,WEC ENERGY GROUP INC,WECエナジー,NYSE,電機・電力・エネルギー,○
WEX,WEX INC,WEX INC,NYSE,情報処理サービス,○
WFC,WELLS FARGO & COMPANY,ウェルズ・ファーゴ,NYSE,金融（銀行）,○
WFT,WEATHERFORD INTERNATIONAL PLC,ウェザーフォード・インターナショナル,NYSE,石油・ガス・パイプライン,○
WGL,WGL HOLDINGS INC,ＷＧＬホールディングズ,NYSE,電機・電力・エネルギー,○
WH,WYNDHAM HOTELS & RESORTS INC,ウィンダム・ホテルズ・アンド・リゾーツ,NYSE,ホテル・モーテル,○
WHR,WHIRLPOOL CORPORATION,ワールプール,NYSE,その他製造,○
WING,WINGSTOP INC.,ウイング・ストップ ,NASDAQ,外食・レストラン,○
WIT,WIPRO LIMITED,ウィプロ,NYSE,ソフトウェア・ソフトウェアサービス,○
WIX,WIX.COM LTD,Wix.com,NASDAQ,ソフトウェア・ソフトウェアサービス,○
WLL,WHITING PETROLEUM CORPORATION,ホワイティング・ペトロレウム,NYSE,石油・ガス・パイプライン,○
WLTW,WILLIS TOWERS WATSON PLC,ウィリス・タワーズ・ワトソン,NASDAQ,金融（保険）,○
WM,"WASTE MANAGEMENT, INC.",ウェイスト・マネジメント,NYSE,医療・医療サービス,○
WMB,WILLIAMS COS INC,ウィリアムズ・カンパニーズ,NYSE,石油・ガス・パイプライン,○
WMT,WALMART INC.,ウォルマート,NYSE,小売,○
WNS,WNS (HOLDINGS) LIMITED,ＷＮＳホールディングス,NYSE,情報処理サービス,○
WOOD,iShares Global Timber & Forestry ETF,iシェアーズ グローバル・ティンバー＆フォレストリー ETF,NASDAQ,その他,○
WP,"WORLDPAY, INC.",ワールドペイ,NYSE,金融（その他）,○
WPM,WHEATON PRECIOUS METALS,ウィートン・プレシャス・メタルズ,NYSE,鉄鋼・鉱業,○
WPRT,WESTPORT FUEL SYSTEMS INC,ウェストポート・フューエル・システムズ,NASDAQ,その他製造,○
WPX,"WPX ENERGY, INC.",WPXエナジー,NYSE,石油・ガス・パイプライン,○
WRB,WR BERKLEY CORP,Ｗ．Ｒ．バークレー,NYSE,金融（保険）,○
WRK,WESTROCK COMPANY,ウェストロック,NYSE,その他製造,○
WSM,"WILLIAMS-SONOMA, INC.",ウィリアムズ・ソノマ,NYSE,小売,○
WSO,WATSCO INC,ワッコ,NYSE,小売,○
WST,WEST PHARMACEUTICAL SVSC INC,ウエスト ファーマシューティカル サービシズ,NYSE,医療・医療サービス,○
WTFC,WINTRUST FINANCIAL CORP,ウィントラスト・ファイナンシャル,NASDAQ,金融（銀行）,○
WTR,AQUA AMERICA INC,アクアアメリカ,NYSE,サービス,○
WU,THE WESTERN UNION COMPANY,ウエスタン・ユニオン,NYSE,通信関連,○
WUBA,58.COM INC,58.com,NYSE,ソフトウェア・ソフトウェアサービス,○
WWD,WOODWARD INC,ウッドワードガバナー,NASDAQ,その他製造,○
WWE,"WORLD WRESTLING ENTERTAINMENT, INC.",ワールド・レスリング・エンターテイメント,NYSE,エンターテイメント・メディア,○
WYND,WYNDHAM DESTINATIONS,ウィンダム・デスティネーションズ,NYSE,ホテル・モーテル,○
WYNN,"WYNN RESORTS, LIMITED",ウィン・リゾーツ,NASDAQ,ホテル・モーテル,○
X,UNITED STATES STEEL CORPORATION,ＵＳスチール,NYSE,鉄鋼・鉱業,○
XEC,CIMAREX ENERGY CO.,シマレックス・エナジー,NYSE,石油・ガス・パイプライン,○
XEL,XCEL ENERGY INC.,エクセル・エナジー,NASDAQ,電機・電力・エネルギー,○
XL,XL GROUP LTD,XLグループ,NYSE,金融（保険）,○
XLB,MATERIALS SELECT SECTOR SPDR FUND,素材セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLE,ENERGY SELECT SECTOR SPDR FUND,エネルギー・セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLF,FINANCIAL SELECT SECTOR SPDR FUND,金融セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLI,INDUSTRIAL SELECT SECTOR SPDR FUND,資本財セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLK,TECHNOLOGY SELECT SECTOR SPDR FUND,テクノロジー・セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLNX,"XILINX, INC.",ザイリンクス,NASDAQ,半導体関連,○
XLP,CONSUMER STAPLES SELECT SECTOR SPDR FUND,生活必需品セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLRE,REAL ESTATE SELECT SECTOR SPDR FUND,不動産セレクト・セクターSPDRファンド,NYSE Arca,その他,○
XLU,UTILITIES SELECT SECTOR SPDR FUND,公益事業セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLV,HEALTH CARE SELECT SECTOR SPDR FUND,ヘルスケア・セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XLY,CONSUMER DISCRETIONARY SELECT SECTOR SPDR FUND,一般消費財セレクト・セクター SPDR ファンド,NYSE Arca,その他,○
XOG,"EXTRACTION OIL & GAS, INC.",エクストラクション・オイル・ガス,NASDAQ,石油・ガス・パイプライン,○
XOM,EXXON MOBIL CORPORATION,エクソンモービル,NYSE,石油・ガス・パイプライン,○
XONE,THE EXONE COMPANY,エクスワン,NASDAQ,その他製造,○
XRAY,DENTSPLY SIRONA INC.,デンツプライ・シロナ,NASDAQ,トイレタリー・ヘルスケア,○
XRX,XEROX CORPORATION,ゼロックス,NYSE,その他製造,○
XSOE,WISDOMTREE EMERGING MARKETS EX-STATE-OWNED ENTERPRISE FUND,ウィズダムツリー新興国株ニューエコノミーファンド,NYSE,その他,○
XYL,XYLEM INC.,ザイレム,NYSE,その他製造,○
Y,ALLEGHANY CORPORATION,アレゲニー,NYSE,金融（保険）,○
YELP,YELP INC,イェルプ,NYSE,インターネットサービス,○
YGE,YINGLI GREEN ENERGY HOLDING COMPANY LIMITED,イングリグリーンエナジー,NYSE,電機・電力・エネルギー,○
YNDX,Yandex NV,ヤンデックス,NASDAQ,インターネットサービス,○
YTRA,YATRA ONLINE INC,ヤトラ・オンライン,NASDAQ,ソフトウェア・ソフトウェアサービス,○
YUM,YUM! BRANDS INC,ヤム・ブランズ,NYSE,食品・飲料,○
YUMC,Yum China Holdings Inc,ヤム・チャイナ,NYSE,外食・レストラン,○
YY,YY INC. ,ワイワイ,NASDAQ,インターネットサービス,○
YYY,YIELDSHARES HIGH INCOME ETF,イールドシェアーズ・ハイ・インカム・ETF,NYSE Arca,その他,○
Z,ZILLOW GROUP INC　C,ジロー グループ クラスC,NASDAQ,インターネットサービス,○
ZBH,ZIMMER BIOMET HOLDINGS INC,ジンマー・バイオメット・ホールディングス,NYSE,医療機器,○
ZG,ZILLOW GROUP INC A,ジロー グループ クラスA,NASDAQ,インターネットサービス,○
ZION,ZIONS BANCORPORATION,ザイオンズ・バンコープ,NASDAQ,金融（銀行）,○
ZMLP,DIREXION ZACKS MLP HIGH INCOME SHARES,Direxion ザックス MLP 高配当ETF,NYSE Arca,その他,○
ZNGA,ZYNGA INC,ジンガ,NASDAQ,インターネットサービス,○
ZOES,ZOE'S KITCHEN INC,ゾーイズ・キッチン,NYSE,外食・レストラン,○
ZS,"ZSCALER, INC.",ゼットスケーラー,NASDAQ,ネットワーク・ネットワークセキュリティ,○
ZTO,ZTO EXPRESS (CAYMAN) INC.,ZTOエクスプレス（ケイマン）,NYSE,運輸,○
ZTS,ZOETIS INC,ゾエティス,NYSE,医薬品,○
ZUMZ,ZUMIEZ INC,ズミーズ,NASDAQ,小売,○
ZUO,ZUORA INC,ズオラ,NYSE,ソフトウェア・ソフトウェアサービス,○
